,season,round,circuit_id,raceName,url,LAT,LONG,locality,country,date,time
512,1991,13,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1991-09-22,
513,1991,14,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1991_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1991-09-29,
514,1991,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1991_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1991-10-20,
515,1991,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1991_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1991-11-03,
516,1992,1,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1992_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1992-03-01,
517,1992,2,rodriguez,Mexican Grand Prix,http://en.wikipedia.org/wiki/1992_Mexican_Grand_Prix,19.4042,-99.0907,Mexico City,Mexico,1992-03-22,
518,1992,3,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1992-04-05,
519,1992,4,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1992_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1992-05-03,
520,1992,5,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1992_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1992-05-17,
521,1992,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1992_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1992-05-31,
522,1992,7,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1992_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1992-06-14,
523,1992,8,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1992_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1992-07-05,
524,1992,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1992_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1992-07-12,
525,1992,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1992_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1992-07-26,
526,1992,11,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1992_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1992-08-16,
527,1992,12,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1992_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1992-08-30,
528,1992,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1992_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1992-09-13,
529,1992,14,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1992_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1992-09-27,
530,1992,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1992_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1992-10-25,
531,1992,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1992_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1992-11-08,
532,1993,1,kyalami,South African Grand Prix,http://en.wikipedia.org/wiki/1993_South_African_Grand_Prix,-25.9894,28.0767,Midrand,South Africa,1993-03-14,
533,1993,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1993_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1993-03-28,
534,1993,3,donington,European Grand Prix,http://en.wikipedia.org/wiki/1993_European_Grand_Prix,52.8306,-1.37528,Castle Donington,UK,1993-04-11,
535,1993,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1993_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1993-04-25,
536,1993,5,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1993_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1993-05-09,
537,1993,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1993_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1993-05-23,
538,1993,7,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1993_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1993-06-13,
539,1993,8,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1993_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1993-07-04,
540,1993,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1993_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1993-07-11,
541,1993,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1993_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1993-07-25,
542,1993,11,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1993_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1993-08-15,
543,1993,12,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1993_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1993-08-29,
544,1993,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1993_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1993-09-12,
545,1993,14,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1993_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1993-09-26,
546,1993,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1993_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1993-10-24,
547,1993,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1993_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1993-11-07,
548,1994,1,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1994_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1994-03-27,
549,1994,2,okayama,Pacific Grand Prix,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix,34.915,134.221,Okayama,Japan,1994-04-17,
550,1994,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1994_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1994-05-01,
551,1994,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1994_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1994-05-15,
552,1994,5,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1994_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1994-05-29,
553,1994,6,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1994_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1994-06-12,
554,1994,7,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1994_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1994-07-03,
555,1994,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1994_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1994-07-10,
556,1994,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1994_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1994-07-31,
557,1994,10,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1994_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1994-08-14,
558,1994,11,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1994_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1994-08-28,
559,1994,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1994_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1994-09-11,
560,1994,13,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1994_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1994-09-25,
561,1994,14,jerez,European Grand Prix,http://en.wikipedia.org/wiki/1994_European_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1994-10-16,
562,1994,15,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1994_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1994-11-06,
563,1994,16,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1994_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1994-11-13,
564,1995,1,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1995-03-26,
565,1995,2,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1995-04-09,
566,1995,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1995-04-30,
567,1995,4,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1995-05-14,
568,1995,5,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1995-05-28,
569,1995,6,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1995-06-11,
570,1995,7,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1995-07-02,
571,1995,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1995-07-16,
572,1995,9,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1995-07-30,
573,1995,10,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1995_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1995-08-13,
574,1995,11,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1995_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1995-08-27,
575,1995,12,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1995_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1995-09-10,
576,1995,13,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1995_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1995-09-24,
577,1995,14,nurburgring,European Grand Prix,http://en.wikipedia.org/wiki/1995_European_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1995-10-01,
578,1995,15,okayama,Pacific Grand Prix,http://en.wikipedia.org/wiki/1995_Pacific_Grand_Prix,34.915,134.221,Okayama,Japan,1995-10-22,
579,1995,16,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1995_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1995-10-29,
580,1995,17,adelaide,Australian Grand Prix,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix,-34.9272,138.617,Adelaide,Australia,1995-11-12,
581,1996,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,1996-03-10,
582,1996,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1996-03-31,
583,1996,3,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1996-04-07,
584,1996,4,nurburgring,European Grand Prix,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1996-04-28,
585,1996,5,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1996-05-05,
586,1996,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1996-05-19,
587,1996,7,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1996-06-02,
588,1996,8,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1996-06-16,
589,1996,9,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1996-06-30,
590,1996,10,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1996-07-14,
591,1996,11,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1996-07-28,
592,1996,12,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1996-08-11,
593,1996,13,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1996-08-25,
594,1996,14,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1996-09-08,
595,1996,15,estoril,Portuguese Grand Prix,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,38.7506,-9.39417,Estoril,Portugal,1996-09-22,
596,1996,16,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1996-10-13,
597,1997,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/1997_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,1997-03-09,
598,1997,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1997-03-30,
599,1997,3,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1997-04-13,
600,1997,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1997-04-27,
601,1997,5,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1997-05-11,
602,1997,6,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1997-05-25,
603,1997,7,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1997-06-15,
604,1997,8,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1997-06-29,
605,1997,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1997-07-13,
606,1997,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1997-07-27,
607,1997,11,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1997-08-10,
608,1997,12,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1997-08-24,
609,1997,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1997-09-07,
610,1997,14,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1997-09-21,
611,1997,15,nurburgring,Luxembourg Grand Prix,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1997-09-28,
612,1997,16,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1997-10-12,
613,1997,17,jerez,European Grand Prix,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,36.7083,-6.03417,Jerez de la Frontera,Spain,1997-10-26,
614,1998,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/1998_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,1998-03-08,
615,1998,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1998-03-29,
616,1998,3,galvez,Argentine Grand Prix,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,-34.6943,-58.4593,Buenos Aires,Argentina,1998-04-12,
617,1998,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1998-04-26,
618,1998,5,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1998-05-10,
619,1998,6,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1998-05-24,
620,1998,7,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1998-06-07,
621,1998,8,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1998-06-28,
622,1998,9,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1998-07-12,
623,1998,10,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1998-07-26,
624,1998,11,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1998-08-02,
625,1998,12,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1998-08-16,
626,1998,13,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1998-08-30,
627,1998,14,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1998-09-13,
628,1998,15,nurburgring,Luxembourg Grand Prix,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1998-09-27,
629,1998,16,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1998-11-01,
630,1999,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,1999-03-07,
631,1999,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,1999-04-11,
632,1999,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,1999-05-02,
633,1999,4,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,1999-05-16,
634,1999,5,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,1999-05-30,
635,1999,6,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,1999-06-13,
636,1999,7,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,1999-06-27,
637,1999,8,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,1999-07-11,
638,1999,9,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,1999-07-25,
639,1999,10,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,1999-08-01,
640,1999,11,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,1999-08-15,
641,1999,12,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,1999-08-29,
642,1999,13,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,1999-09-12,
643,1999,14,nurburgring,European Grand Prix,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,50.3356,6.9475,Nürburg,Germany,1999-09-26,
644,1999,15,sepang,Malaysian Grand Prix,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,2.76083,101.738,Kuala Lumpur,Malaysia,1999-10-17,
645,1999,16,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,1999-10-31,
646,2000,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/2000_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,2000-03-12,
647,2000,2,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2000_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,2000-03-26,
648,2000,3,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/2000_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,2000-04-09,
649,2000,4,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/2000_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,2000-04-23,
650,2000,5,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/2000_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,2000-05-07,
651,2000,6,nurburgring,European Grand Prix,http://en.wikipedia.org/wiki/2000_European_Grand_Prix,50.3356,6.9475,Nürburg,Germany,2000-05-21,
652,2000,7,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/2000_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,2000-06-04,
653,2000,8,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/2000_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,2000-06-18,
654,2000,9,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/2000_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,2000-07-02,
655,2000,10,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/2000_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,2000-07-16,
656,2000,11,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/2000_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,2000-07-30,
657,2000,12,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2000_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,2000-08-13,
658,2000,13,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/2000_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,2000-08-27,
659,2000,14,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/2000_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,2000-09-10,
660,2000,15,indianapolis,United States Grand Prix,http://en.wikipedia.org/wiki/2000_United_States_Grand_Prix,39.795,-86.2347,Indianapolis,USA,2000-09-24,
661,2000,16,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/2000_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,2000-10-08,
662,2000,17,sepang,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2000_Malaysian_Grand_Prix,2.76083,101.738,Kuala Lumpur,Malaysia,2000-10-22,
663,2001,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,2001-03-04,
664,2001,2,sepang,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2001_Malaysian_Grand_Prix,2.76083,101.738,Kuala Lumpur,Malaysia,2001-03-18,
665,2001,3,interlagos,Brazilian Grand Prix,http://en.wikipedia.org/wiki/2001_Brazilian_Grand_Prix,-23.7036,-46.6997,São Paulo,Brazil,2001-04-01,
666,2001,4,imola,San Marino Grand Prix,http://en.wikipedia.org/wiki/2001_San_Marino_Grand_Prix,44.3439,11.7167,Imola,Italy,2001-04-15,
667,2001,5,catalunya,Spanish Grand Prix,http://en.wikipedia.org/wiki/2001_Spanish_Grand_Prix,41.57,2.26111,Montmeló,Spain,2001-04-29,
668,2001,6,red_bull_ring,Austrian Grand Prix,http://en.wikipedia.org/wiki/2001_Austrian_Grand_Prix,47.2197,14.7647,Spielberg,Austria,2001-05-13,
669,2001,7,monaco,Monaco Grand Prix,http://en.wikipedia.org/wiki/2001_Monaco_Grand_Prix,43.7347,7.42056,Monte-Carlo,Monaco,2001-05-27,
670,2001,8,villeneuve,Canadian Grand Prix,http://en.wikipedia.org/wiki/2001_Canadian_Grand_Prix,45.5,-73.5228,Montreal,Canada,2001-06-10,
671,2001,9,nurburgring,European Grand Prix,http://en.wikipedia.org/wiki/2001_European_Grand_Prix,50.3356,6.9475,Nürburg,Germany,2001-06-24,
672,2001,10,magny_cours,French Grand Prix,http://en.wikipedia.org/wiki/2001_French_Grand_Prix,46.8642,3.16361,Magny Cours,France,2001-07-01,
673,2001,11,silverstone,British Grand Prix,http://en.wikipedia.org/wiki/2001_British_Grand_Prix,52.0786,-1.01694,Silverstone,UK,2001-07-15,
674,2001,12,hockenheimring,German Grand Prix,http://en.wikipedia.org/wiki/2001_German_Grand_Prix,49.3278,8.56583,Hockenheim,Germany,2001-07-29,
675,2001,13,hungaroring,Hungarian Grand Prix,http://en.wikipedia.org/wiki/2001_Hungarian_Grand_Prix,47.5789,19.2486,Budapest,Hungary,2001-08-19,
676,2001,14,spa,Belgian Grand Prix,http://en.wikipedia.org/wiki/2001_Belgian_Grand_Prix,50.4372,5.97139,Spa,Belgium,2001-09-02,
677,2001,15,monza,Italian Grand Prix,http://en.wikipedia.org/wiki/2001_Italian_Grand_Prix,45.6156,9.28111,Monza,Italy,2001-09-16,
678,2001,16,indianapolis,United States Grand Prix,http://en.wikipedia.org/wiki/2001_United_States_Grand_Prix,39.795,-86.2347,Indianapolis,USA,2001-09-30,
679,2001,17,suzuka,Japanese Grand Prix,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix,34.8431,136.541,Suzuka,Japan,2001-10-14,
680,2002,1,albert_park,Australian Grand Prix,http://en.wikipedia.org/wiki/2002_Australian_Grand_Prix,-37.8497,144.968,Melbourne,Australia,2002-03-03,
681,2002,2,sepang,Malaysian Grand Prix,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix,2.76083,101.738,Kuala Lumpur,Malaysia,2002-03-17,
