,season,Round,date,circuit_id,driver,DATE_of_birth,nationality,constructor,GriD,tIME,Status,points,podium
22445,2015,19,2015-11-29,yas_marina,rosberg,1985-06-27,German,mercedes,1,5910175.0,Finished,25,1
22446,2015,19,2015-11-29,yas_marina,hamilton,1985-01-07,British,mercedes,2,5918446.0,Finished,18,2
22447,2015,19,2015-11-29,yas_marina,raikkonen,1979-10-17,Finnish,ferrari,3,5929605.0,Finished,15,3
22448,2015,19,2015-11-29,yas_marina,vettel,1987-07-03,German,ferrari,15,5953910.0,Finished,12,4
22449,2015,19,2015-11-29,yas_marina,perez,1990-01-26,Mexican,force_india,4,5974127.0,Finished,10,5
22450,2015,19,2015-11-29,yas_marina,ricciardo,1989-07-01,Australian,red_bull,5,5975185.0,Finished,8,6
22451,2015,19,2015-11-29,yas_marina,hulkenberg,1987-08-19,German,force_india,7,6003793.0,Finished,6,7
22452,2015,19,2015-11-29,yas_marina,massa,1981-04-25,Brazilian,williams,8,6007926.0,Finished,4,8
22453,2015,19,2015-11-29,yas_marina,grosjean,1986-04-17,French,lotus_f1,18,6008376.0,Finished,2,9
22454,2015,19,2015-11-29,yas_marina,kvyat,1994-04-26,Russian,red_bull,9,6012546.0,Finished,1,10
22455,2015,19,2015-11-29,yas_marina,sainz,1994-09-01,Spanish,toro_rosso,10,6013700.0,Finished,0,11
22456,2015,19,2015-11-29,yas_marina,button,1980-01-19,British,mclaren,12,,+1 Lap,0,12
22457,2015,19,2015-11-29,yas_marina,bottas,1989-08-28,Finnish,williams,6,,+1 Lap,0,13
22458,2015,19,2015-11-29,yas_marina,ericsson,1990-09-02,Swedish,sauber,17,,+1 Lap,0,14
22459,2015,19,2015-11-29,yas_marina,nasr,1992-08-21,Brazilian,sauber,14,,+1 Lap,0,15
22460,2015,19,2015-11-29,yas_marina,max_verstappen,1997-09-30,Dutch,toro_rosso,11,,+1 Lap,0,16
22461,2015,19,2015-11-29,yas_marina,alonso,1981-07-29,Spanish,mclaren,16,,+2 Laps,0,17
22462,2015,19,2015-11-29,yas_marina,stevens,1991-06-28,British,manor,19,,+2 Laps,0,18
22463,2015,19,2015-11-29,yas_marina,merhi,1991-03-22,Spanish,manor,20,,+3 Laps,0,19
22464,2015,19,2015-11-29,yas_marina,maldonado,1985-03-09,Venezuelan,lotus_f1,13,,Collision,0,20
22465,2016,1,2016-03-20,albert_park,rosberg,1985-06-27,German,mercedes,2,6495565.0,Finished,25,1
22466,2016,1,2016-03-20,albert_park,hamilton,1985-01-07,British,mercedes,1,6503625.0,Finished,18,2
22467,2016,1,2016-03-20,albert_park,vettel,1987-07-03,German,ferrari,3,6505208.0,Finished,15,3
22468,2016,1,2016-03-20,albert_park,ricciardo,1989-07-01,Australian,red_bull,8,6519895.0,Finished,12,4
22469,2016,1,2016-03-20,albert_park,massa,1981-04-25,Brazilian,williams,6,6554544.0,Finished,10,5
22470,2016,1,2016-03-20,albert_park,grosjean,1986-04-17,French,haas,19,6567646.0,Finished,8,6
22471,2016,1,2016-03-20,albert_park,hulkenberg,1987-08-19,German,force_india,10,6569764.0,Finished,6,7
22472,2016,1,2016-03-20,albert_park,bottas,1989-08-28,Finnish,williams,16,6570718.0,Finished,4,8
22473,2016,1,2016-03-20,albert_park,sainz,1994-09-01,Spanish,toro_rosso,7,6571245.0,Finished,2,9
22474,2016,1,2016-03-20,albert_park,max_verstappen,1997-09-30,Dutch,toro_rosso,5,6572398.0,Finished,1,10
22475,2016,1,2016-03-20,albert_park,jolyon_palmer,1991-01-20,British,renault,13,6578964.0,Finished,0,11
22476,2016,1,2016-03-20,albert_park,kevin_magnussen,1992-10-05,Danish,renault,14,6581171.0,Finished,0,12
22477,2016,1,2016-03-20,albert_park,perez,1990-01-26,Mexican,force_india,9,6587264.0,Finished,0,13
22478,2016,1,2016-03-20,albert_park,button,1980-01-19,British,mclaren,12,,+1 Lap,0,14
22479,2016,1,2016-03-20,albert_park,nasr,1992-08-21,Brazilian,sauber,17,,+1 Lap,0,15
22480,2016,1,2016-03-20,albert_park,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0,16
22481,2016,1,2016-03-20,albert_park,ericsson,1990-09-02,Swedish,sauber,15,,Engine,0,17
22482,2016,1,2016-03-20,albert_park,raikkonen,1979-10-17,Finnish,ferrari,4,,Engine,0,18
22483,2016,1,2016-03-20,albert_park,haryanto,1993-01-22,Indonesian,manor,22,,Mechanical,0,19
22484,2016,1,2016-03-20,albert_park,gutierrez,1991-08-05,Mexican,haas,20,,Collision,0,20
22485,2016,1,2016-03-20,albert_park,alonso,1981-07-29,Spanish,mclaren,11,,Collision,0,21
22486,2016,1,2016-03-20,albert_park,kvyat,1994-04-26,Russian,red_bull,18,,Retired,0,22
22487,2016,2,2016-04-03,bahrain,rosberg,1985-06-27,German,mercedes,2,5614696.0,Finished,25,1
22488,2016,2,2016-04-03,bahrain,raikkonen,1979-10-17,Finnish,ferrari,4,5624978.0,Finished,18,2
22489,2016,2,2016-04-03,bahrain,hamilton,1985-01-07,British,mercedes,1,5644844.0,Finished,15,3
22490,2016,2,2016-04-03,bahrain,ricciardo,1989-07-01,Australian,red_bull,5,5677190.0,Finished,12,4
22491,2016,2,2016-04-03,bahrain,grosjean,1986-04-17,French,haas,9,5692995.0,Finished,10,5
22492,2016,2,2016-04-03,bahrain,max_verstappen,1997-09-30,Dutch,toro_rosso,10,5695625.0,Finished,8,6
22493,2016,2,2016-04-03,bahrain,kvyat,1994-04-26,Russian,red_bull,15,,+1 Lap,6,7
22494,2016,2,2016-04-03,bahrain,massa,1981-04-25,Brazilian,williams,7,,+1 Lap,4,8
22495,2016,2,2016-04-03,bahrain,bottas,1989-08-28,Finnish,williams,6,,+1 Lap,2,9
22496,2016,2,2016-04-03,bahrain,vandoorne,1992-03-26,Belgian,mclaren,12,,+1 Lap,1,10
22497,2016,2,2016-04-03,bahrain,kevin_magnussen,1992-10-05,Danish,renault,22,,+1 Lap,0,11
22498,2016,2,2016-04-03,bahrain,ericsson,1990-09-02,Swedish,sauber,17,,+1 Lap,0,12
22499,2016,2,2016-04-03,bahrain,wehrlein,1994-10-18,German,manor,16,,+1 Lap,0,13
22500,2016,2,2016-04-03,bahrain,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0,14
22501,2016,2,2016-04-03,bahrain,hulkenberg,1987-08-19,German,force_india,8,,+1 Lap,0,15
22502,2016,2,2016-04-03,bahrain,perez,1990-01-26,Mexican,force_india,18,,+1 Lap,0,16
22503,2016,2,2016-04-03,bahrain,haryanto,1993-01-22,Indonesian,manor,20,,+1 Lap,0,17
22504,2016,2,2016-04-03,bahrain,sainz,1994-09-01,Spanish,toro_rosso,11,,Retired,0,18
22505,2016,2,2016-04-03,bahrain,gutierrez,1991-08-05,Mexican,haas,13,,Retired,0,19
22506,2016,2,2016-04-03,bahrain,button,1980-01-19,British,mclaren,14,,Power Unit,0,20
22507,2016,2,2016-04-03,bahrain,vettel,1987-07-03,German,ferrari,3,,Engine,0,21
22508,2016,2,2016-04-03,bahrain,jolyon_palmer,1991-01-20,British,renault,19,,Hydraulics,0,22
22509,2016,3,2016-04-17,shanghai,rosberg,1985-06-27,German,mercedes,1,5933891.0,Finished,25,1
22510,2016,3,2016-04-17,shanghai,vettel,1987-07-03,German,ferrari,4,5971667.0,Finished,18,2
22511,2016,3,2016-04-17,shanghai,kvyat,1994-04-26,Russian,red_bull,6,5979827.0,Finished,15,3
22512,2016,3,2016-04-17,shanghai,ricciardo,1989-07-01,Australian,red_bull,2,5986579.0,Finished,12,4
22513,2016,3,2016-04-17,shanghai,raikkonen,1979-10-17,Finnish,ferrari,3,5999763.0,Finished,10,5
22514,2016,3,2016-04-17,shanghai,massa,1981-04-25,Brazilian,williams,10,6009402.0,Finished,8,6
22515,2016,3,2016-04-17,shanghai,hamilton,1985-01-07,British,mercedes,22,6012121.0,Finished,6,7
22516,2016,3,2016-04-17,shanghai,max_verstappen,1997-09-30,Dutch,toro_rosso,9,6013159.0,Finished,4,8
22517,2016,3,2016-04-17,shanghai,sainz,1994-09-01,Spanish,toro_rosso,8,6018018.0,Finished,2,9
22518,2016,3,2016-04-17,shanghai,bottas,1989-08-28,Finnish,williams,5,6020083.0,Finished,1,10
22519,2016,3,2016-04-17,shanghai,perez,1990-01-26,Mexican,force_india,7,6028174.0,Finished,0,11
22520,2016,3,2016-04-17,shanghai,alonso,1981-07-29,Spanish,mclaren,11,6031144.0,Finished,0,12
22521,2016,3,2016-04-17,shanghai,button,1980-01-19,British,mclaren,12,6035881.0,Finished,0,13
22522,2016,3,2016-04-17,shanghai,gutierrez,1991-08-05,Mexican,haas,18,,+1 Lap,0,14
22523,2016,3,2016-04-17,shanghai,hulkenberg,1987-08-19,German,force_india,13,,+1 Lap,0,15
22524,2016,3,2016-04-17,shanghai,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,0,16
22525,2016,3,2016-04-17,shanghai,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,0,17
22526,2016,3,2016-04-17,shanghai,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0,18
22527,2016,3,2016-04-17,shanghai,grosjean,1986-04-17,French,haas,14,,+1 Lap,0,19
22528,2016,3,2016-04-17,shanghai,nasr,1992-08-21,Brazilian,sauber,16,,+1 Lap,0,20
22529,2016,3,2016-04-17,shanghai,haryanto,1993-01-22,Indonesian,manor,20,,+1 Lap,0,21
22530,2016,3,2016-04-17,shanghai,jolyon_palmer,1991-01-20,British,renault,19,,+1 Lap,0,22
22531,2016,4,2016-05-01,sochi,rosberg,1985-06-27,German,mercedes,1,5561997.0,Finished,25,1
22532,2016,4,2016-05-01,sochi,hamilton,1985-01-07,British,mercedes,10,5587019.0,Finished,18,2
22533,2016,4,2016-05-01,sochi,raikkonen,1979-10-17,Finnish,ferrari,3,5593995.0,Finished,15,3
22534,2016,4,2016-05-01,sochi,bottas,1989-08-28,Finnish,williams,2,5612214.0,Finished,12,4
22535,2016,4,2016-05-01,sochi,massa,1981-04-25,Brazilian,williams,4,5636424.0,Finished,10,5
22536,2016,4,2016-05-01,sochi,alonso,1981-07-29,Spanish,mclaren,14,,+1 Lap,8,6
22537,2016,4,2016-05-01,sochi,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,6,7
22538,2016,4,2016-05-01,sochi,grosjean,1986-04-17,French,haas,15,,+1 Lap,4,8
22539,2016,4,2016-05-01,sochi,perez,1990-01-26,Mexican,force_india,6,,+1 Lap,2,9
22540,2016,4,2016-05-01,sochi,button,1980-01-19,British,mclaren,12,,+1 Lap,1,10
22541,2016,4,2016-05-01,sochi,ricciardo,1989-07-01,Australian,red_bull,5,,+1 Lap,0,11
22542,2016,4,2016-05-01,sochi,sainz,1994-09-01,Spanish,toro_rosso,11,,+1 Lap,0,12
22543,2016,4,2016-05-01,sochi,jolyon_palmer,1991-01-20,British,renault,18,,+1 Lap,0,13
22544,2016,4,2016-05-01,sochi,ericsson,1990-09-02,Swedish,sauber,22,,+1 Lap,0,14
22545,2016,4,2016-05-01,sochi,kvyat,1994-04-26,Russian,red_bull,8,,+1 Lap,0,15
22546,2016,4,2016-05-01,sochi,nasr,1992-08-21,Brazilian,sauber,19,,+1 Lap,0,16
22547,2016,4,2016-05-01,sochi,gutierrez,1991-08-05,Mexican,haas,16,,+1 Lap,0,17
22548,2016,4,2016-05-01,sochi,wehrlein,1994-10-18,German,manor,20,,+2 Laps,0,18
22549,2016,4,2016-05-01,sochi,max_verstappen,1997-09-30,Dutch,toro_rosso,9,,Power Unit,0,19
22550,2016,4,2016-05-01,sochi,vettel,1987-07-03,German,ferrari,7,,Collision,0,20
22551,2016,4,2016-05-01,sochi,hulkenberg,1987-08-19,German,force_india,13,,Collision,0,21
22552,2016,4,2016-05-01,sochi,haryanto,1993-01-22,Indonesian,manor,21,,Collision,0,22
22553,2016,5,2016-05-15,catalunya,max_verstappen,1997-09-30,Dutch,red_bull,4,6100017.0,Finished,25,1
22554,2016,5,2016-05-15,catalunya,raikkonen,1979-10-17,Finnish,ferrari,5,6100633.0,Finished,18,2
22555,2016,5,2016-05-15,catalunya,vettel,1987-07-03,German,ferrari,6,6105598.0,Finished,15,3
22556,2016,5,2016-05-15,catalunya,ricciardo,1989-07-01,Australian,red_bull,3,6143967.0,Finished,12,4
22557,2016,5,2016-05-15,catalunya,bottas,1989-08-28,Finnish,williams,7,6145288.0,Finished,10,5
22558,2016,5,2016-05-15,catalunya,sainz,1994-09-01,Spanish,toro_rosso,8,6161412.0,Finished,8,6
22559,2016,5,2016-05-15,catalunya,perez,1990-01-26,Mexican,force_india,9,6179555.0,Finished,6,7
22560,2016,5,2016-05-15,catalunya,massa,1981-04-25,Brazilian,williams,18,6180724.0,Finished,4,8
22561,2016,5,2016-05-15,catalunya,button,1980-01-19,British,mclaren,12,,+1 Lap,2,9
22562,2016,5,2016-05-15,catalunya,kvyat,1994-04-26,Russian,toro_rosso,13,,+1 Lap,1,10
22563,2016,5,2016-05-15,catalunya,gutierrez,1991-08-05,Mexican,haas,16,,+1 Lap,0,11
22564,2016,5,2016-05-15,catalunya,ericsson,1990-09-02,Swedish,sauber,19,,+1 Lap,0,12
22565,2016,5,2016-05-15,catalunya,jolyon_palmer,1991-01-20,British,renault,17,,+1 Lap,0,13
22566,2016,5,2016-05-15,catalunya,kevin_magnussen,1992-10-05,Danish,renault,15,,+1 Lap,0,14
22567,2016,5,2016-05-15,catalunya,nasr,1992-08-21,Brazilian,sauber,20,,+1 Lap,0,15
22568,2016,5,2016-05-15,catalunya,wehrlein,1994-10-18,German,manor,21,,+1 Lap,0,16
22569,2016,5,2016-05-15,catalunya,haryanto,1993-01-22,Indonesian,manor,22,,+1 Lap,0,17
22570,2016,5,2016-05-15,catalunya,grosjean,1986-04-17,French,haas,14,,Engine,0,18
22571,2016,5,2016-05-15,catalunya,alonso,1981-07-29,Spanish,mclaren,10,,Engine,0,19
22572,2016,5,2016-05-15,catalunya,hulkenberg,1987-08-19,German,force_india,11,,Engine,0,20
22573,2016,5,2016-05-15,catalunya,hamilton,1985-01-07,British,mercedes,1,,Collision,0,21
22574,2016,5,2016-05-15,catalunya,rosberg,1985-06-27,German,mercedes,2,,Collision,0,22
22575,2016,6,2016-05-29,monaco,hamilton,1985-01-07,British,mercedes,3,7169133.0,Finished,25,1
22576,2016,6,2016-05-29,monaco,ricciardo,1989-07-01,Australian,red_bull,1,7176385.0,Finished,18,2
22577,2016,6,2016-05-29,monaco,perez,1990-01-26,Mexican,force_india,7,7182958.0,Finished,15,3
22578,2016,6,2016-05-29,monaco,vettel,1987-07-03,German,ferrari,4,7184979.0,Finished,12,4
22579,2016,6,2016-05-29,monaco,alonso,1981-07-29,Spanish,mclaren,9,7254209.0,Finished,10,5
22580,2016,6,2016-05-29,monaco,hulkenberg,1987-08-19,German,force_india,5,7262132.0,Finished,8,6
22581,2016,6,2016-05-29,monaco,rosberg,1985-06-27,German,mercedes,2,7262423.0,Finished,6,7
22582,2016,6,2016-05-29,monaco,sainz,1994-09-01,Spanish,toro_rosso,6,,+1 Lap,4,8
22583,2016,6,2016-05-29,monaco,button,1980-01-19,British,mclaren,13,,+1 Lap,2,9
22584,2016,6,2016-05-29,monaco,massa,1981-04-25,Brazilian,williams,14,,+1 Lap,1,10
22585,2016,6,2016-05-29,monaco,gutierrez,1991-08-05,Mexican,haas,12,,+1 Lap,0,11
22586,2016,6,2016-05-29,monaco,bottas,1989-08-28,Finnish,williams,10,,+1 Lap,0,12
22587,2016,6,2016-05-29,monaco,grosjean,1986-04-17,French,haas,15,,+2 Laps,0,13
22588,2016,6,2016-05-29,monaco,wehrlein,1994-10-18,German,manor,20,,+2 Laps,0,14
22589,2016,6,2016-05-29,monaco,haryanto,1993-01-22,Indonesian,manor,19,,+4 Laps,0,15
22590,2016,6,2016-05-29,monaco,ericsson,1990-09-02,Swedish,sauber,17,,Collision,0,16
22591,2016,6,2016-05-29,monaco,nasr,1992-08-21,Brazilian,sauber,0,,Retired,0,17
22592,2016,6,2016-05-29,monaco,max_verstappen,1997-09-30,Dutch,red_bull,0,,Accident,0,18
22593,2016,6,2016-05-29,monaco,kevin_magnussen,1992-10-05,Danish,renault,16,,Retired,0,19
22594,2016,6,2016-05-29,monaco,kvyat,1994-04-26,Russian,toro_rosso,8,,Accident,0,20
22595,2016,6,2016-05-29,monaco,raikkonen,1979-10-17,Finnish,ferrari,11,,Accident,0,21
22596,2016,6,2016-05-29,monaco,jolyon_palmer,1991-01-20,British,renault,18,,Accident,0,22
22597,2016,7,2016-06-12,villeneuve,hamilton,1985-01-07,British,mercedes,1,5465296.0,Finished,25,1
22598,2016,7,2016-06-12,villeneuve,vettel,1987-07-03,German,ferrari,3,5470307.0,Finished,18,2
22599,2016,7,2016-06-12,villeneuve,bottas,1989-08-28,Finnish,williams,7,5511718.0,Finished,15,3
22600,2016,7,2016-06-12,villeneuve,max_verstappen,1997-09-30,Dutch,red_bull,5,5518316.0,Finished,12,4
22601,2016,7,2016-06-12,villeneuve,rosberg,1985-06-27,German,mercedes,2,5527389.0,Finished,10,5
22602,2016,7,2016-06-12,villeneuve,raikkonen,1979-10-17,Finnish,ferrari,6,5528313.0,Finished,8,6
22603,2016,7,2016-06-12,villeneuve,ricciardo,1989-07-01,Australian,red_bull,4,5528930.0,Finished,6,7
22604,2016,7,2016-06-12,villeneuve,hulkenberg,1987-08-19,German,force_india,9,,+1 Lap,4,8
22605,2016,7,2016-06-12,villeneuve,sainz,1994-09-01,Spanish,toro_rosso,20,,+1 Lap,2,9
22606,2016,7,2016-06-12,villeneuve,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,1,10
22607,2016,7,2016-06-12,villeneuve,alonso,1981-07-29,Spanish,mclaren,10,,+1 Lap,0,11
22608,2016,7,2016-06-12,villeneuve,kvyat,1994-04-26,Russian,toro_rosso,15,,+1 Lap,0,12
22609,2016,7,2016-06-12,villeneuve,gutierrez,1991-08-05,Mexican,haas,13,,+2 Laps,0,13
22610,2016,7,2016-06-12,villeneuve,grosjean,1986-04-17,French,haas,14,,+2 Laps,0,14
22611,2016,7,2016-06-12,villeneuve,ericsson,1990-09-02,Swedish,sauber,21,,+2 Laps,0,15
22612,2016,7,2016-06-12,villeneuve,kevin_magnussen,1992-10-05,Danish,renault,22,,+2 Laps,0,16
22613,2016,7,2016-06-12,villeneuve,wehrlein,1994-10-18,German,manor,17,,+2 Laps,0,17
22614,2016,7,2016-06-12,villeneuve,nasr,1992-08-21,Brazilian,sauber,18,,+2 Laps,0,18
22615,2016,7,2016-06-12,villeneuve,haryanto,1993-01-22,Indonesian,manor,19,,+2 Laps,0,19
22616,2016,7,2016-06-12,villeneuve,massa,1981-04-25,Brazilian,williams,8,,Retired,0,20
22617,2016,7,2016-06-12,villeneuve,jolyon_palmer,1991-01-20,British,renault,16,,Retired,0,21
22618,2016,7,2016-06-12,villeneuve,button,1980-01-19,British,mclaren,12,,Power Unit,0,22
22619,2016,8,2016-06-19,baku,rosberg,1985-06-27,German,mercedes,1,5572366.0,Finished,25,1
22620,2016,8,2016-06-19,baku,vettel,1987-07-03,German,ferrari,3,5589062.0,Finished,18,2
22621,2016,8,2016-06-19,baku,perez,1990-01-26,Mexican,force_india,7,5597607.0,Finished,15,3
22622,2016,8,2016-06-19,baku,raikkonen,1979-10-17,Finnish,ferrari,4,5605468.0,Finished,12,4
22623,2016,8,2016-06-19,baku,hamilton,1985-01-07,British,mercedes,10,5628701.0,Finished,10,5
22624,2016,8,2016-06-19,baku,bottas,1989-08-28,Finnish,williams,8,5633252.0,Finished,8,6
22625,2016,8,2016-06-19,baku,ricciardo,1989-07-01,Australian,red_bull,2,5641595.0,Finished,6,7
22626,2016,8,2016-06-19,baku,max_verstappen,1997-09-30,Dutch,red_bull,9,5643062.0,Finished,4,8
22627,2016,8,2016-06-19,baku,hulkenberg,1987-08-19,German,force_india,12,5650074.0,Finished,2,9
22628,2016,8,2016-06-19,baku,massa,1981-04-25,Brazilian,williams,5,5657741.0,Finished,1,10
22629,2016,8,2016-06-19,baku,button,1980-01-19,British,mclaren,19,5677183.0,Finished,0,11
22630,2016,8,2016-06-19,baku,nasr,1992-08-21,Brazilian,sauber,15,,+1 Lap,0,12
22631,2016,8,2016-06-19,baku,grosjean,1986-04-17,French,haas,11,,+1 Lap,0,13
22632,2016,8,2016-06-19,baku,kevin_magnussen,1992-10-05,Danish,renault,22,,+1 Lap,0,14
22633,2016,8,2016-06-19,baku,jolyon_palmer,1991-01-20,British,renault,21,,+1 Lap,0,15
22634,2016,8,2016-06-19,baku,gutierrez,1991-08-05,Mexican,haas,14,,+1 Lap,0,16
22635,2016,8,2016-06-19,baku,ericsson,1990-09-02,Swedish,sauber,20,,+1 Lap,0,17
22636,2016,8,2016-06-19,baku,haryanto,1993-01-22,Indonesian,manor,16,,+2 Laps,0,18
22637,2016,8,2016-06-19,baku,alonso,1981-07-29,Spanish,mclaren,13,,Gearbox,0,19
22638,2016,8,2016-06-19,baku,wehrlein,1994-10-18,German,manor,17,,Brakes,0,20
22639,2016,8,2016-06-19,baku,sainz,1994-09-01,Spanish,toro_rosso,18,,Suspension,0,21
22640,2016,8,2016-06-19,baku,kvyat,1994-04-26,Russian,toro_rosso,6,,Suspension,0,22
22641,2016,9,2016-07-03,red_bull_ring,hamilton,1985-01-07,British,mercedes,1,5258107.0,Finished,25,1
22642,2016,9,2016-07-03,red_bull_ring,max_verstappen,1997-09-30,Dutch,red_bull,8,5263826.0,Finished,18,2
22643,2016,9,2016-07-03,red_bull_ring,raikkonen,1979-10-17,Finnish,ferrari,4,5264131.0,Finished,15,3
22644,2016,9,2016-07-03,red_bull_ring,rosberg,1985-06-27,German,mercedes,6,5274817.0,Finished,12,4
22645,2016,9,2016-07-03,red_bull_ring,ricciardo,1989-07-01,Australian,red_bull,5,5289088.0,Finished,10,5
22646,2016,9,2016-07-03,red_bull_ring,button,1980-01-19,British,mclaren,3,5295813.0,Finished,8,6
22647,2016,9,2016-07-03,red_bull_ring,grosjean,1986-04-17,French,haas,13,5302775.0,Finished,6,7
22648,2016,9,2016-07-03,red_bull_ring,sainz,1994-09-01,Spanish,toro_rosso,15,5305507.0,Finished,4,8
22649,2016,9,2016-07-03,red_bull_ring,bottas,1989-08-28,Finnish,williams,7,,+1 Lap,2,9
22650,2016,9,2016-07-03,red_bull_ring,wehrlein,1994-10-18,German,manor,12,,+1 Lap,1,10
22651,2016,9,2016-07-03,red_bull_ring,gutierrez,1991-08-05,Mexican,haas,11,,+1 Lap,0,11
22652,2016,9,2016-07-03,red_bull_ring,jolyon_palmer,1991-01-20,British,renault,19,,+1 Lap,0,12
22653,2016,9,2016-07-03,red_bull_ring,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0,13
22654,2016,9,2016-07-03,red_bull_ring,kevin_magnussen,1992-10-05,Danish,renault,17,,+1 Lap,0,14
22655,2016,9,2016-07-03,red_bull_ring,ericsson,1990-09-02,Swedish,sauber,18,,+1 Lap,0,15
22656,2016,9,2016-07-03,red_bull_ring,haryanto,1993-01-22,Indonesian,manor,20,,+1 Lap,0,16
22657,2016,9,2016-07-03,red_bull_ring,perez,1990-01-26,Mexican,force_india,16,,Brakes,0,17
22658,2016,9,2016-07-03,red_bull_ring,alonso,1981-07-29,Spanish,mclaren,14,,Battery,0,18
22659,2016,9,2016-07-03,red_bull_ring,hulkenberg,1987-08-19,German,force_india,2,,Brakes,0,19
22660,2016,9,2016-07-03,red_bull_ring,massa,1981-04-25,Brazilian,williams,0,,Brakes,0,20
22661,2016,9,2016-07-03,red_bull_ring,vettel,1987-07-03,German,ferrari,9,,Tyre,0,21
22662,2016,9,2016-07-03,red_bull_ring,kvyat,1994-04-26,Russian,toro_rosso,0,,Retired,0,22
22663,2016,10,2016-07-10,silverstone,hamilton,1985-01-07,British,mercedes,1,5695831.0,Finished,25,1
22664,2016,10,2016-07-10,silverstone,max_verstappen,1997-09-30,Dutch,red_bull,3,5704081.0,Finished,18,2
22665,2016,10,2016-07-10,silverstone,rosberg,1985-06-27,German,mercedes,2,5712742.0,Finished,15,3
22666,2016,10,2016-07-10,silverstone,ricciardo,1989-07-01,Australian,red_bull,4,5722042.0,Finished,12,4
22667,2016,10,2016-07-10,silverstone,raikkonen,1979-10-17,Finnish,ferrari,5,5765574.0,Finished,10,5
22668,2016,10,2016-07-10,silverstone,perez,1990-01-26,Mexican,force_india,10,5772772.0,Finished,8,6
22669,2016,10,2016-07-10,silverstone,hulkenberg,1987-08-19,German,force_india,8,5773543.0,Finished,6,7
22670,2016,10,2016-07-10,silverstone,sainz,1994-09-01,Spanish,toro_rosso,7,5781689.0,Finished,4,8
22671,2016,10,2016-07-10,silverstone,vettel,1987-07-03,German,ferrari,11,5787485.0,Finished,2,9
22672,2016,10,2016-07-10,silverstone,kvyat,1994-04-26,Russian,toro_rosso,15,5788431.0,Finished,1,10
22673,2016,10,2016-07-10,silverstone,massa,1981-04-25,Brazilian,williams,12,,+1 Lap,0,11
22674,2016,10,2016-07-10,silverstone,button,1980-01-19,British,mclaren,17,,+1 Lap,0,12
22675,2016,10,2016-07-10,silverstone,alonso,1981-07-29,Spanish,mclaren,9,,+1 Lap,0,13
22676,2016,10,2016-07-10,silverstone,bottas,1989-08-28,Finnish,williams,6,,+1 Lap,0,14
22677,2016,10,2016-07-10,silverstone,nasr,1992-08-21,Brazilian,sauber,21,,+1 Lap,0,15
22678,2016,10,2016-07-10,silverstone,gutierrez,1991-08-05,Mexican,haas,14,,+1 Lap,0,16
22679,2016,10,2016-07-10,silverstone,kevin_magnussen,1992-10-05,Danish,renault,16,,Gearbox,0,17
22680,2016,10,2016-07-10,silverstone,jolyon_palmer,1991-01-20,British,renault,18,,Gearbox,0,18
22681,2016,10,2016-07-10,silverstone,haryanto,1993-01-22,Indonesian,manor,19,,Spun off,0,19
22682,2016,10,2016-07-10,silverstone,grosjean,1986-04-17,French,haas,13,,Retired,0,20
22683,2016,10,2016-07-10,silverstone,ericsson,1990-09-02,Swedish,sauber,22,,Power Unit,0,21
22684,2016,10,2016-07-10,silverstone,wehrlein,1994-10-18,German,manor,20,,Spun off,0,22
22685,2016,11,2016-07-24,hungaroring,hamilton,1985-01-07,British,mercedes,2,6030115.0,Finished,25,1
22686,2016,11,2016-07-24,hungaroring,rosberg,1985-06-27,German,mercedes,1,6032092.0,Finished,18,2
22687,2016,11,2016-07-24,hungaroring,ricciardo,1989-07-01,Australian,red_bull,3,6057654.0,Finished,15,3
22688,2016,11,2016-07-24,hungaroring,vettel,1987-07-03,German,ferrari,5,6058328.0,Finished,12,4
22689,2016,11,2016-07-24,hungaroring,max_verstappen,1997-09-30,Dutch,red_bull,4,6078774.0,Finished,10,5
22690,2016,11,2016-07-24,hungaroring,raikkonen,1979-10-17,Finnish,ferrari,14,6079159.0,Finished,8,6
22691,2016,11,2016-07-24,hungaroring,alonso,1981-07-29,Spanish,mclaren,7,,+1 Lap,6,7
22692,2016,11,2016-07-24,hungaroring,sainz,1994-09-01,Spanish,toro_rosso,6,,+1 Lap,4,8
22693,2016,11,2016-07-24,hungaroring,bottas,1989-08-28,Finnish,williams,10,,+1 Lap,2,9
22694,2016,11,2016-07-24,hungaroring,hulkenberg,1987-08-19,German,force_india,9,,+1 Lap,1,10
22695,2016,11,2016-07-24,hungaroring,perez,1990-01-26,Mexican,force_india,13,,+1 Lap,0,11
22696,2016,11,2016-07-24,hungaroring,jolyon_palmer,1991-01-20,British,renault,17,,+1 Lap,0,12
22697,2016,11,2016-07-24,hungaroring,gutierrez,1991-08-05,Mexican,haas,15,,+1 Lap,0,13
22698,2016,11,2016-07-24,hungaroring,grosjean,1986-04-17,French,haas,11,,+1 Lap,0,14
